"Season","Year","City","Sport","Discipline","Athlete","Country_code","Gender","Event","Medal","Country","url"
"summer","2012","London","Fencing","Fencing","ABOUELKASSEM, Alaaeldin","EGY","Men","Foil Individual","Silver","Egypt","https://upload.wikimedia.org/wikipedia/commons/d/d0/Alaaeldin_Abouelkassem_%28EGY%29_2013.jpg"
"summer","2012","London","Fencing","Fencing","DI FRANCISCA, Elisa","ITA","Women","Foil Individual","Gold","Italy","https://upload.wikimedia.org/wikipedia/commons/b/bf/Elisa_Di_Francisca_2014_Saint-Maur_WC_quals_t112439.jpg"
"summer","2012","London","Fencing","Fencing","ERRIGO, Arianna","ITA","Women","Foil Individual","Silver","Italy","https://upload.wikimedia.org/wikipedia/commons/9/9e/Arianna_Errigo_2016_Orleans_WC_t110428.jpg"
"summer","2012","London","Fencing","Fencing","ASPROMONTE, Valerio","ITA","Men","Foil Team","Gold","Italy","https://upload.wikimedia.org/wikipedia/commons/a/a0/ValerioAspromonte2010.jpg"
"summer","2012","London","Fencing","Fencing","AVOLA, Giorgio","ITA","Men","Foil Team","Gold","Italy","https://upload.wikimedia.org/wikipedia/commons/e/e5/Giorgio_Avola_2014_CIP_%28cropped%29.jpg"
"summer","2012","London","Fencing","Fencing","BALDINI, Andrea","ITA","Men","Foil Team","Gold","Italy","https://upload.wikimedia.org/wikipedia/commons/5/5c/Final_Challenge_international_de_Paris_2013-01-26_193155.jpg"
"summer","2012","London","Fencing","Fencing","AWAJI, Suguru","JPN","Men","Foil Team","Silver","Japan","https://upload.wikimedia.org/wikipedia/commons/f/f9/Suguru_Awaji_cropped.jpg"
"summer","2012","London","Fencing","Fencing","CHIDA, Kenta","JPN","Men","Foil Team","Silver","Japan","https://upload.wikimedia.org/wikipedia/commons/c/cd/Kenta_Chida_CIP_2015.jpg"
"summer","2012","London","Fencing","Fencing","MIYAKE, Ryo","JPN","Men","Foil Team","Silver","Japan","https://upload.wikimedia.org/wikipedia/commons/4/46/Ryo_Miyake_2013_Fencing_WCh.jpg"
"summer","2012","London","Fencing","Fencing","BACHMANN, Sebastian","GER","Men","Foil Team","Bronze","Germany","https://upload.wikimedia.org/wikipedia/commons/5/5e/Sebastian_Bachmann_CIP_2015.jpg"
"summer","2012","London","Fencing","Fencing","JOPPICH, Peter","GER","Men","Foil Team","Bronze","Germany","https://upload.wikimedia.org/wikipedia/commons/0/0d/Peter_Joppich.jpg"
"summer","2012","London","Fencing","Fencing","WESSELS, Andre","GER","Men","Foil Team","Bronze","Germany","https://upload.wikimedia.org/wikipedia/commons/4/41/De_f%C3%B8rste_frivillige_frontkjempere%2C_fra_Regiment_Nordland._%288639063003%29.jpg"
"summer","2012","London","Fencing","Fencing","DI FRANCISCA, Elisa","ITA","Women","Foil Team","Gold","Italy","https://upload.wikimedia.org/wikipedia/commons/b/bf/Elisa_Di_Francisca_2014_Saint-Maur_WC_quals_t112439.jpg"
"summer","2012","London","Fencing","Fencing","ERRIGO, Arianna","ITA","Women","Foil Team","Gold","Italy","https://upload.wikimedia.org/wikipedia/commons/9/9e/Arianna_Errigo_2016_Orleans_WC_t110428.jpg"
"summer","2012","London","Fencing","Fencing","DERIGLAZOVA, Inna","RUS","Women","Foil Team","Silver","Russia","https://upload.wikimedia.org/wikipedia/commons/f/fc/Inna_Deriglazova_2013_WCh.jpg"
"summer","2012","London","Fencing","Fencing","KOROBEYNIKOVA, Larisa","RUS","Women","Foil Team","Silver","Russia","https://upload.wikimedia.org/wikipedia/commons/c/cf/Larisa_Korobeynikova_2014_European_Championships_FFS-EQ_t115626.jpg"
"summer","2012","London","Fencing","Fencing","SHANAEVA, Aida","RUS","Women","Foil Team","Silver","Russia","https://upload.wikimedia.org/wikipedia/commons/a/ad/Aida_Shanayeva_2014_Saint-Maur_WC_quals_t105435.jpg"
"summer","2012","London","Fencing","Fencing","JEON, Hee Sook","KOR","Women","Foil Team","Bronze","Korea, South","https://upload.wikimedia.org/wikipedia/commons/4/40/Jeon_Hee-Sook.jpg"
"summer","2012","London","Fencing","Fencing","JUNG, Gil Ok","KOR","Women","Foil Team","Bronze","Korea, South","https://upload.wikimedia.org/wikipedia/commons/2/27/Jung_Gil-Ok.jpg"
"summer","2012","London","Fencing","Fencing","NAM, Hyun Hee","KOR","Women","Foil Team","Bronze","Korea, South","https://upload.wikimedia.org/wikipedia/commons/0/00/Nam_Hyun-Hee.jpg"
"summer","2012","London","Fencing","Fencing","OH, Ha Na","KOR","Women","Foil Team","Bronze","Korea, South","https://upload.wikimedia.org/wikipedia/commons/a/a3/Oh_Ha-Na.jpg"
"summer","2012","London","Fencing","Fencing","SZILAGYI, Aron","HUN","Men","Sabre Individual","Gold","Hungary","https://upload.wikimedia.org/wikipedia/commons/b/b6/Szil%C3%A1gyi_%C3%81ron.jpg"
"summer","2012","London","Fencing","Fencing","KOVALEV, Nikolay","RUS","Men","Sabre Individual","Bronze","Russia","https://upload.wikimedia.org/wikipedia/commons/2/25/Kovalev_v_Szilagyi_2013_Fencing_WCH_SMS-IN_t194135.jpg"
"summer","2012","London","Fencing","Fencing","KIM, Jiyeon","KOR","Women","Sabre Individual","Gold","Korea, South","https://upload.wikimedia.org/wikipedia/commons/7/7e/Kim_Ji-yeon_2014_Orleans_Sabre_Grand_Prix_t151932.jpg"
"summer","2012","London","Fencing","Fencing","VELIKAYA, Sofya","RUS","Women","Sabre Individual","Silver","Russia","https://upload.wikimedia.org/wikipedia/commons/2/22/Sofiya_Velikaya_2014_European_Championships_SFS-EQ_t175801.jpg"
"summer","2012","London","Fencing","Fencing","GU, Bongil","KOR","Men","Sabre Team","Gold","Korea, South","https://upload.wikimedia.org/wikipedia/commons/6/62/KOCIS_Korea_London_Fencing_15_%287730612424%29.jpg"
"summer","2012","London","Fencing","Fencing","KIM, Junghwan","KOR","Men","Sabre Team","Gold","Korea, South","https://upload.wikimedia.org/wikipedia/commons/6/62/KOCIS_Korea_London_Fencing_15_%287730612424%29.jpg"
"summer","2012","London","Fencing","Fencing","OH, Eunseok","KOR","Men","Sabre Team","Gold","Korea, South","https://upload.wikimedia.org/wikipedia/commons/6/62/KOCIS_Korea_London_Fencing_15_%287730612424%29.jpg"
"summer","2012","London","Fencing","Fencing","WON, Woo Young","KOR","Men","Sabre Team","Gold","Korea, South","https://upload.wikimedia.org/wikipedia/commons/5/5c/Won_Woo-Young.jpg"
"summer","2012","London","Fencing","Fencing","DOLNICEANU, Tiberiu","ROU","Men","Sabre Team","Silver","Romania","https://upload.wikimedia.org/wikipedia/commons/8/8a/Tiberiu_Dolniceanu_2015_WCh.jpg"
"summer","2012","London","Fencing","Fencing","DUMITRESCU, Rares","ROU","Men","Sabre Team","Silver","Romania","https://upload.wikimedia.org/wikipedia/commons/6/6f/Rares_Dumitrescu_%28cropped%29.jpg"
"summer","2012","London","Fencing","Fencing","SIRITEANU, Alexandru","ROU","Men","Sabre Team","Silver","Romania","https://upload.wikimedia.org/wikipedia/commons/3/3e/Alexandru_Siri%C8%9Beanu_London_2012.jpg"
"summer","2012","London","Fencing","Fencing","ZALOMIR, Florin","ROU","Men","Sabre Team","Silver","Romania","https://upload.wikimedia.org/wikipedia/commons/c/ca/Florin_Zalomir_%28cropped%29.jpg"
"summer","2012","London","Fencing","Fencing","SAMELE, Luigi","ITA","Men","Sabre Team","Bronze","Italy","https://upload.wikimedia.org/wikipedia/commons/2/28/Luigi_Samele_2014_ECh.jpg"
"summer","2012","London","Football","Football","AQUINO, Javier","MEX","Men","Football","Gold","Mexico","https://upload.wikimedia.org/wikipedia/commons/6/63/Javier_Aquino_Carmona.jpg"
"summer","2012","London","Football","Football","ARAUJO, Nestor","MEX","Men","Football","Gold","Mexico","https://upload.wikimedia.org/wikipedia/commons/3/38/N%C3%A9stor_Araujo2016.jpg"
"summer","2012","London","Football","Football","CHAVEZ, Darvin","MEX","Men","Football","Gold","Mexico","https://upload.wikimedia.org/wikipedia/commons/3/3c/Darvin_Chavez.jpg"
"summer","2012","London","Football","Football","CORONA, Jose","MEX","Men","Football","Gold","Mexico","https://upload.wikimedia.org/wikipedia/commons/9/9f/Jose_de_Jesus_Corona.jpg"
"summer","2012","London","Football","Football","CORTES, Javier","MEX","Men","Football","Gold","Mexico","https://upload.wikimedia.org/wikipedia/commons/4/46/Javier_Cort%C3%A9s2016.jpg"
"summer","2012","London","Football","Football","DOS SANTOS, Giovani","MEX","Men","Football","Gold","Mexico","https://upload.wikimedia.org/wikipedia/commons/9/93/Giovani_dos_Santos_Ram%C3%ADrez.jpg"
"summer","2012","London","Football","Football","ENRIQUEZ, Jorge","MEX","Men","Football","Gold","Mexico","https://upload.wikimedia.org/wikipedia/commons/3/3e/Jorge_Enriquez.jpg"
"summer","2012","London","Football","Football","FABIAN, Marco","MEX","Men","Football","Gold","Mexico","https://upload.wikimedia.org/wikipedia/commons/9/91/Marco_Fabi%C3%A1n_Man_of_the_Match.jpg"
"summer","2012","London","Football","Football","HERRERA, Hector","MEX","Men","Football","Gold","Mexico","https://upload.wikimedia.org/wikipedia/commons/2/21/H%C3%A9ctor_Herrera.png"
"summer","2012","London","Football","Football","JIMENEZ, Israel","MEX","Men","Football","Gold","Mexico","https://upload.wikimedia.org/wikipedia/commons/c/c1/Israel_Jimenez.jpg"
"summer","2012","London","Football","Football","JIMENEZ, Raul","MEX","Men","Football","Gold","Mexico","https://upload.wikimedia.org/wikipedia/commons/a/a9/Ra%C3%BAl_Jim%C3%A9nez_DEP-ATM_045_1200_%28cropped%29.jpg"
"summer","2012","London","Football","Football","MIER, Hiram","MEX","Men","Football","Gold","Mexico","https://upload.wikimedia.org/wikipedia/commons/3/39/Hiram_MierMonterrey.jpg"
"summer","2012","London","Football","Football","PERALTA, Oribe","MEX","Men","Football","Gold","Mexico","https://upload.wikimedia.org/wikipedia/commons/4/49/Oribe_Peralta-Mexico.jpg"
"summer","2012","London","Football","Football","PONCE, Miguel","MEX","Men","Football","Gold","Mexico","https://upload.wikimedia.org/wikipedia/commons/9/9b/Ponce_Municipal_Library%2C_Bulevar_Miguel_Pou%2C_Barrio_San_Anton%2C_Ponce%2C_Puerto_Rico%2C_looking_southwest_%28IMG_3809%29.jpg"
"summer","2012","London","Football","Football","REYES, Diego","MEX","Men","Football","Gold","Mexico","https://upload.wikimedia.org/wikipedia/commons/c/cb/Diego_Reyes.jpg"
"summer","2012","London","Football","Football","SALCIDO, Carlos","MEX","Men","Football","Gold","Mexico","https://upload.wikimedia.org/wikipedia/commons/8/8c/Carlos_Salcido.jpg"
"summer","2012","London","Football","Football","DANILO","BRA","Men","Football","Silver","Brazil","https://upload.wikimedia.org/wikipedia/commons/b/b8/Danilo_Wyss-IMG_1218.JPG"
"summer","2012","London","Football","Football","GABRIEL","BRA","Men","Football","Silver","Brazil","https://upload.wikimedia.org/wikipedia/commons/d/d3/Dante_Gabriel_Rossetti_-_Joan_of_Arc_%281882%29.jpg"
"summer","2012","London","Football","Football","GANSO","BRA","Men","Football","Silver","Brazil","https://upload.wikimedia.org/wikipedia/commons/7/74/Black-bellied_whistling_ducks_%28Dendrocygna_autumnalis%29.jpg"
"summer","2012","London","Football","Football","HULK","BRA","Men","Football","Silver","Brazil","https://upload.wikimedia.org/wikipedia/commons/d/d3/Salen_-_rotting_hulks.jpg"
"summer","2012","London","Football","Football","JUAN","BRA","Men","Football","Silver","Brazil","https://upload.wikimedia.org/wikipedia/commons/6/67/Panoramic_of_Juan_Griego_45.jpg"
"summer","2012","London","Football","Football","LEANDRO DAMIAO","BRA","Men","Football","Silver","Brazil","https://upload.wikimedia.org/wikipedia/commons/5/5a/DamiaoInter2013.jpg"
"summer","2012","London","Football","Football","MOURA, Lucas","BRA","Men","Football","Silver","Brazil","https://upload.wikimedia.org/wikipedia/commons/9/9b/Lucas_MouraPSG.jpg"
"summer","2012","London","Football","Football","NETO","BRA","Men","Football","Silver","Brazil","https://upload.wikimedia.org/wikipedia/commons/6/67/Dr._Ant%C3%B3nio_Agostinho_Neto.jpg"
"summer","2012","London","Football","Football","NEYMAR","BRA","Men","Football","Silver","Brazil","https://upload.wikimedia.org/wikipedia/commons/7/7d/Neymar_cropped_image.png"
"summer","2012","London","Football","Football","OSCAR","BRA","Men","Football","Silver","Brazil","https://upload.wikimedia.org/wikipedia/commons/c/cf/A_Wilde_time_3.jpg"
"summer","2012","London","Football","Football","PATO, Alexandre","BRA","Men","Football","Silver","Brazil","https://upload.wikimedia.org/wikipedia/commons/b/bf/Alexandre_Pato_Brazil.jpg"
"summer","2012","London","Football","Football","RAFAEL","BRA","Men","Football","Silver","Brazil","https://upload.wikimedia.org/wikipedia/commons/a/a0/3701Dagat-dagatan_barangay_road%2C_San_Rafael%2C_Bulacan_49.jpg"
"summer","2012","London","Football","Football","ROMULO","BRA","Men","Football","Silver","Brazil","https://upload.wikimedia.org/wikipedia/commons/9/98/1948._Febrero%2C_17._R%C3%B3mulo_Betancourt_en_el_Palacio_Federal_Legislativo.jpg"
"summer","2012","London","Football","Football","SANDRO","BRA","Men","Football","Silver","Brazil","https://upload.wikimedia.org/wikipedia/commons/5/5d/Sandro_Botticelli.jpg"
"summer","2012","London","Football","Football","SANDRO, Alex","BRA","Men","Football","Silver","Brazil","https://upload.wikimedia.org/wikipedia/commons/6/62/AlexSandroCopaAmerica2019.jpg"
"summer","2012","London","Football","Football","SILVA, Thiago","BRA","Men","Football","Silver","Brazil","https://upload.wikimedia.org/wikipedia/commons/d/de/Thiago-Silva-mug-shot.jpg"
"summer","2012","London","Football","Football","JUNG, Sung Ryong","KOR","Men","Football","Bronze","Korea, South","https://upload.wikimedia.org/wikipedia/commons/3/3d/Jung_Sung-Ryong.jpg"
"summer","2012","London","Football","Football","KIM, Bokyung","KOR","Men","Football","Bronze","Korea, South","https://upload.wikimedia.org/wikipedia/commons/f/f1/20150430%EB%8F%99%EB%8C%80%EB%AC%B8%EC%86%8C%EB%B0%A9%EC%84%9CDSC09711.jpg"
"summer","2012","London","Football","Football","KIM, Chang Soo","KOR","Men","Football","Bronze","Korea, South","https://upload.wikimedia.org/wikipedia/commons/c/c0/Kim_Chang-Soo.jpg"
"summer","2012","London","Football","Football","LE PEILBET, Amy","USA","Women","Football","Gold","United States","https://upload.wikimedia.org/wikipedia/commons/8/8a/Amy_LePeilbet_USA_vs_Can_Sep17.jpg"
"summer","2012","London","Football","Football","LEROUX, Sydney","USA","Women","Football","Gold","United States","https://upload.wikimedia.org/wikipedia/commons/5/51/Sydney_Leroux_USA_Warmup.jpg"
"summer","2012","London","Football","Football","MORGAN, Alexandra Patricia","USA","Women","Football","Gold","United States","https://upload.wikimedia.org/wikipedia/commons/1/10/Alex_Morgan_May19.jpg"
"summer","2012","London","Football","Football","OHARA, Kelley","USA","Women","Football","Gold","United States","https://upload.wikimedia.org/wikipedia/commons/3/35/Kelley_Ohara_Cleveland.jpg"
"summer","2012","London","Football","Football","RAPINOE, Megan","USA","Women","Football","Gold","United States","https://upload.wikimedia.org/wikipedia/commons/a/a7/Megan_Rapinoe_and_Alma_Adams_-_2019.jpg"
"summer","2012","London","Football","Football","SAUERBRUNN, Becky","USA","Women","Football","Gold","United States","https://upload.wikimedia.org/wikipedia/commons/6/61/Becky_Sauerbrunn_Warmup.jpg"
"summer","2012","London","Football","Football","ANDO, Kozue","JPN","Women","Football","Silver","Japan","https://upload.wikimedia.org/wikipedia/commons/7/73/Kozue_Ando_in_2011.JPG"
"summer","2012","London","Football","Football","FUKUMOTO, Miho","JPN","Women","Football","Silver","Japan","https://upload.wikimedia.org/wikipedia/commons/7/73/Miho_Fukumoto_beaten_by_Carli_Lloyd_shot.jpg"
"summer","2012","London","Football","Football","IWABUCHI, Mana","JPN","Women","Football","Silver","Japan","https://upload.wikimedia.org/wikipedia/commons/0/0c/Mana_Iwabuchi_FIFA_Women%27s_World_Cup_Canada_June_12th%2C_2015.jpg"
"summer","2012","London","Football","Football","IWASHIMIZU, Azusa","JPN","Women","Football","Silver","Japan","https://upload.wikimedia.org/wikipedia/commons/2/2f/Azusa_Iwashimizu_in_2011.JPG"
"summer","2012","London","Football","Football","KAIHORI, Ayumi","JPN","Women","Football","Silver","Japan","https://upload.wikimedia.org/wikipedia/commons/c/ca/Ayumi_Kaihori_2015_%28cropped%29.jpg"
"summer","2012","London","Football","Football","KAWASUMI, Nahomi","JPN","Women","Football","Silver","Japan","https://upload.wikimedia.org/wikipedia/commons/1/17/Nahomi_Kawasumi_in_2011.JPG"
"summer","2012","London","Football","Football","KINGA, Yukari","JPN","Women","Football","Silver","Japan","https://upload.wikimedia.org/wikipedia/commons/b/b5/Yukari_Kinga_in_2011.JPG"
"summer","2012","London","Football","Football","MARUYAMA, Karina","JPN","Women","Football","Silver","Japan","https://upload.wikimedia.org/wikipedia/commons/1/1b/Karina_Maruyama.jpg"
"summer","2012","London","Football","Football","MIYAMA, Aya","JPN","Women","Football","Silver","Japan","https://upload.wikimedia.org/wikipedia/commons/5/51/Aya_Miyama_in_2011.jpg"
"summer","2012","London","Football","Football","OGIMI, Yuki","JPN","Women","Football","Silver","Japan","https://upload.wikimedia.org/wikipedia/commons/1/13/Y%C5%ABki_%C5%8Cgimi_2012.jpg"
"summer","2012","London","Football","Football","OHNO, Shinobu","JPN","Women","Football","Silver","Japan","https://upload.wikimedia.org/wikipedia/commons/4/40/Shinobu_Ohno_in_2011.JPG"
"summer","2012","London","Football","Football","SAKAGUCHI, Mizuho","JPN","Women","Football","Silver","Japan","https://upload.wikimedia.org/wikipedia/commons/d/d6/Mizuho_Sakaguchi_in_2011.JPG"
"summer","2012","London","Football","Football","SAMESHIMA, Aya","JPN","Women","Football","Silver","Japan","https://upload.wikimedia.org/wikipedia/commons/9/9b/Aya_Sameshima_in_2011.JPG"
"summer","2012","London","Football","Football","SAWA, Homare","JPN","Women","Football","Silver","Japan","https://upload.wikimedia.org/wikipedia/commons/9/9a/Homare_Sawa_in_2011.JPG"
"summer","2012","London","Football","Football","TAKASE, Megumi","JPN","Women","Football","Silver","Japan","https://upload.wikimedia.org/wikipedia/commons/7/70/Nigeria_Japan_U-20_Women_2010_Teams.jpg"
"summer","2012","London","Football","Football","TANAKA, Asuna","JPN","Women","Football","Silver","Japan","https://upload.wikimedia.org/wikipedia/commons/6/6c/Asuna_Tanaka_2012_%28cropped%29.jpg"
"summer","2012","London","Football","Football","BOOTH, Melanie","CAN","Women","Football","Bronze","Canada","https://upload.wikimedia.org/wikipedia/commons/a/ae/Melanie_Booth_2007_%28cropped%29.jpg"
"summer","2012","London","Football","Football","CHAPMAN, Candace Marie","CAN","Women","Football","Bronze","Canada","https://upload.wikimedia.org/wikipedia/commons/7/70/Candace_Chapman_at_2010_WPS_Championship_4.JPG"
"summer","2012","London","Football","Football","FILIGNO, Jonelle","CAN","Women","Football","Bronze","Canada","https://upload.wikimedia.org/wikipedia/commons/7/7c/Jonelle_Filigno_2014_%28cropped%29.JPG"
"summer","2012","London","Football","Football","GAYLE, Robyn Krista","CAN","Women","Football","Bronze","Canada","https://upload.wikimedia.org/wikipedia/commons/f/fb/Robyn_Gayle_-_UNC_Tar_Heels.jpg"
"summer","2012","London","Football","Football","LEBLANC, Karina Chenelle","CAN","Women","Football","Bronze","Canada","https://upload.wikimedia.org/wikipedia/commons/2/26/Karina_LeBlanc_at_the_FIFA_Women%27s_World_Cup_2019_Final_%281%29.jpg"
"summer","2012","London","Football","Football","MATHESON, Diana Beverly","CAN","Women","Football","Bronze","Canada","https://upload.wikimedia.org/wikipedia/commons/a/a9/Diana_Matheson_2013-04-20_Washington_Spirit_-_Western_New_York_Flash-56_%288953809625%29.jpg"
"summer","2012","London","Football","Football","MCLEOD, Erin Katrina","CAN","Women","Football","Bronze","Canada","https://upload.wikimedia.org/wikipedia/commons/2/22/Erin_McLeod_20180422_%28cropped%29.jpg"
